"locus"	"Half-life"	"RPKM"
BCE_3065	NA	NA
BCE_3066	NA	NA
BCE_3067	NA	NA
BCE_3068	NA	NA
BCE_3069	NA	NA
BCE_3070	NA	NA
BCE_3071	NA	NA
BCE_3072	NA	NA
BCE_3073	NA	NA
BCE_3074	NA	49
BCE_3075	5.4	70
BCE_3076	6.2	73
BCE_3077	NA	NA
BCE_3078	NA	NA
BCE_3079	NA	NA
BCE_3080	2.3	22
BCE_3081	2.9	24
BCE_3082	NA	NA
BCE_3083	NA	NA
BCE_3084	NA	NA
BCE_3085	NA	NA
BCE_3086	NA	NA
BCE_3087	NA	NA
BCE_3088	NA	NA
BCE_3089	NA	NA
BCE_3090	NA	NA
BCE_3091	NA	NA
BCE_3092	NA	NA
BCE_3093	NA	NA
BCE_3094	NA	NA
BCE_3095	NA	16
BCE_3096	3.6	50
BCE_3097	4.0	16
BCE_3098	3.4	18
BCE_3099	3.4	20
BCE_3100	NA	11
BCE_3101	NA	17
BCE_3102	NA	NA
BCE_3103	1.6	44
BCE_3104	NA	NA
BCE_3105	NA	13
BCE_3106	NA	NA
BCE_3107	NA	NA
BCE_3108	NA	25
BCE_3109	NA	11
BCE_3110	NA	NA
BCE_3111	NA	NA
BCE_3112	NA	NA
BCE_3113	8.2	8
BCE_3114	NA	6
BCE_3115	5.9	16
BCE_3116	NA	NA
BCE_3117	NA	NA
BCE_3118	NA	NA
BCE_3119	NA	NA
BCE_3120	NA	NA
BCE_3121	NA	NA
BCE_3122	NA	NA
BCE_3123	1.5	34
BCE_3124	NA	19
BCE_3125	NA	NA
BCE_3126	1.8	50
BCE_3127	1.3	46
BCE_3128	NA	NA
BCE_3129	1.8	29
BCE_3130	NA	9
BCE_3131	NA	NA
BCE_3132	NA	10
BCE_3133	2.5	6
BCE_3134	NA	NA
BCE_3135	2.5	9
BCE_3136	NA	23
BCE_3137	3.6	12
BCE_3138	NA	22
BCE_3139	NA	NA
BCE_3140	NA	NA
BCE_3141	NA	NA
BCE_3142	NA	NA
BCE_3143	NA	NA
BCE_3144	NA	NA
BCE_3145	NA	NA
BCE_3146	NA	NA
BCE_3147	NA	NA
BCE_3148	NA	NA
BCE_3149	NA	NA
BCE_3150	NA	NA
BCE_3151	NA	NA
BCE_3152	NA	NA
BCE_3153	NA	NA
BCE_3154	2.4	6
BCE_3155	NA	NA
BCE_3156	2.2	17
BCE_3157	2.9	159
BCE_3158	NA	NA
BCE_3159	NA	NA
BCE_3160	NA	NA
BCE_3161	NA	NA
BCE_3162	NA	NA
BCE_3163	NA	NA
BCE_3164	NA	NA
BCE_3165	NA	NA
BCE_3166	NA	NA
BCE_3167	NA	NA
BCE_3168	NA	NA
BCE_3169	NA	NA
BCE_3170	NA	NA
BCE_3171	NA	NA
BCE_3172	NA	NA
BCE_3173	NA	NA
BCE_3174	NA	NA
BCE_3175	1.4	7
BCE_3176	NA	NA
BCE_3177	NA	NA
BCE_3178	NA	NA
BCE_3179	NA	NA
BCE_3180	NA	NA
BCE_3181	NA	NA
BCE_3182	3.0	19
BCE_3183	1.1	8
BCE_3184	1.6	18
BCE_3185	NA	NA
BCE_3186	NA	NA
BCE_3187	NA	NA
BCE_3188	NA	NA
BCE_3189	1.7	26
BCE_3190	2.5	24
BCE_3191	1.6	15
BCE_3192	NA	NA
BCE_3193	4.7	38
BCE_3194	NA	NA
BCE_3195	NA	NA
BCE_3196	NA	NA
BCE_3197	NA	NA
BCE_3198	2.4	56
BCE_3199	NA	NA
BCE_3200	NA	NA
BCE_3201	NA	NA
BCE_3202	NA	NA
BCE_3203	NA	NA
BCE_3204	NA	NA
BCE_3205	NA	NA
BCE_3206	NA	NA
BCE_3207	4.4	27
BCE_3208	NA	8
BCE_3209	NA	7
BCE_3210	NA	NA
BCE_3211	3.8	9
BCE_3212	NA	10
BCE_3213	NA	NA
BCE_3214	NA	NA
BCE_3215	NA	NA
BCE_3216	NA	NA
BCE_3217	NA	NA
BCE_3218	2.6	7
BCE_3219	2.0	13
BCE_3220	NA	NA
BCE_3221	NA	NA
BCE_3222	NA	NA
BCE_3223	NA	NA
BCE_3224	NA	NA
BCE_3225	2.2	10
BCE_3226	NA	NA
BCE_3227	NA	NA
BCE_3228	NA	28
BCE_3229	NA	NA
BCE_3230	NA	NA
BCE_3231	1.5	14
BCE_3232	2.3	12
BCE_3233	1.0	7
BCE_3234	NA	NA
BCE_3235	NA	NA
BCE_3236	NA	NA
BCE_3237	NA	NA
BCE_3238	NA	NA
BCE_3239	NA	NA
BCE_3240	NA	NA
BCE_3241	NA	NA
BCE_3242	1.4	6
BCE_3243	NA	NA
BCE_3244	NA	NA
BCE_3245	NA	NA
BCE_3246	NA	NA
BCE_3247	NA	NA
BCE_3248	3.5	8
BCE_3249	NA	NA
BCE_3250	NA	NA
BCE_3251	NA	NA
BCE_3252	NA	NA
BCE_3253	NA	7
BCE_3254	2.0	8
BCE_3255	NA	34
BCE_3256	1.2	72
BCE_3257	NA	18
BCE_3258	NA	9
BCE_3259	NA	NA
BCE_3260	NA	NA
BCE_3261	2.4	58
BCE_3262	NA	NA
BCE_3263	NA	NA
BCE_3264	NA	NA
BCE_3265	NA	NA
BCE_3266	3.9	183
BCE_3267	NA	NA
BCE_3268	NA	NA
BCE_3269	NA	NA
BCE_3270	NA	NA
BCE_3271	NA	NA
BCE_3272	1.4	NA
BCE_3273	NA	NA
BCE_3274	NA	8
BCE_3275	2.2	6
BCE_3276	3.6	9
BCE_3277	1.5	37
BCE_3278	2.4	39
BCE_3279	NA	NA
BCE_3280	7.0	42
BCE_3281	NA	NA
BCE_3282	NA	NA
BCE_3283	5.1	39
BCE_3284	NA	9
BCE_3285	NA	NA
BCE_3286	3.2	69
BCE_3287	5.1	32
BCE_3288	NA	NA
BCE_3289	NA	NA
BCE_3290	NA	NA
BCE_3291	NA	NA
BCE_3292	NA	NA
BCE_3293	1.4	19
BCE_3294	NA	NA
BCE_3295	1.7	6
BCE_3296	NA	NA
BCE_3297	NA	NA
BCE_3298	2.6	21
BCE_3299	NA	38
BCE_3300	NA	NA
BCE_3301	NA	NA
BCE_3302	5.1	16
BCE_3303	NA	NA
BCE_3304	2.6	168
BCE_3305	2.9	24
BCE_3306	NA	NA
BCE_3307	NA	NA
BCE_3308	2.4	36
BCE_3309	3.9	34
BCE_3310	3.5	19
BCE_3311	NA	NA
BCE_3312	NA	13
BCE_3313	NA	27
BCE_3314	3.9	252
BCE_3315	NA	NA
BCE_3316	NA	6
BCE_3317	NA	10
BCE_3318	NA	6
BCE_3319	NA	NA
BCE_3320	NA	NA
BCE_3321	NA	NA
BCE_3322	4.2	16
BCE_3323	3.2	28
BCE_3324	3.7	27
BCE_3325	3.5	148
BCE_3326	3.9	130
BCE_3327	NA	NA
BCE_3328	NA	NA
BCE_3329	NA	NA
BCE_3330	NA	NA
BCE_3331	NA	51
BCE_3332	0.8	18
BCE_3333	1.2	13
BCE_3334	1.7	18
BCE_3335	1.9	12
BCE_3336	NA	15
BCE_3337	1.0	6
BCE_3338	NA	NA
BCE_3339	NA	NA
BCE_3340	NA	NA
BCE_3341	NA	NA
BCE_3342	NA	NA
BCE_3343	NA	NA
BCE_3344	NA	NA
BCE_3345	NA	NA
BCE_3346	1.9	20
BCE_3347	1.6	13
BCE_3348	NA	NA
BCE_3349	NA	NA
BCE_3350	NA	NA
BCE_3351	NA	19
BCE_3352	NA	NA
BCE_3353	NA	NA
BCE_3354	NA	NA
BCE_3355	NA	NA
BCE_3356	3.6	10
BCE_3357	NA	18
BCE_3358	NA	NA
BCE_3359	NA	9
BCE_3360	NA	9
BCE_3361	2.3	48
BCE_3362	1.8	28
BCE_3363	2.0	16
BCE_3364	NA	18
BCE_3365	2.3	87
BCE_3366	NA	30
BCE_3367	1.4	15
BCE_3368	NA	13
BCE_3369	NA	NA
BCE_3370	NA	NA
BCE_3371	3.7	6
BCE_3372	5.2	16
BCE_3373	2.7	9
BCE_3374	NA	11
BCE_3375	7.2	18
BCE_3376	NA	NA
BCE_3377	4.6	25
BCE_3378	4.7	18
BCE_3379	5.0	15
BCE_3380	1.5	16
BCE_3381	4.3	107
BCE_3382	1.9	9
BCE_3383	NA	402
BCE_3384	NA	9
BCE_3385	2.3	10
BCE_3386	NA	5
BCE_3387	NA	NA
BCE_3388	NA	NA
BCE_3389	NA	NA
BCE_3390	1.0	19
BCE_3391	NA	27
BCE_3392	2.4	192
BCE_3393	2.3	153
BCE_3394	NA	NA
BCE_3395	NA	NA
BCE_3396	NA	NA
BCE_3397	NA	NA
BCE_3398	NA	NA
BCE_3399	NA	NA
BCE_3400	NA	NA
BCE_3401	NA	NA
BCE_3402	NA	NA
BCE_3403	NA	NA
BCE_3404	NA	NA
BCE_3405	NA	NA
BCE_3406	5.4	29
BCE_3407	NA	NA
BCE_3408	NA	NA
BCE_3409	NA	NA
BCE_3410	NA	NA
BCE_3411	NA	NA
BCE_3412	NA	NA
BCE_3413	NA	NA
BCE_3414	NA	NA
BCE_3415	NA	NA
BCE_3416	NA	724
BCE_3417	11.2	1772
BCE_3418	NA	1003
BCE_3419	1.7	8
BCE_3420	NA	15
BCE_3421	NA	9
BCE_3422	NA	9
BCE_3423	2.2	10
BCE_3424	2.4	19
BCE_3425	NA	12
BCE_3426	NA	NA
BCE_3427	2.7	10
BCE_3428	1.8	13
BCE_3429	NA	13
BCE_3430	NA	NA
BCE_3431	NA	NA
BCE_3432	NA	NA
BCE_3433	NA	NA
BCE_3434	NA	NA
BCE_3435	NA	NA
BCE_3436	NA	NA
BCE_3437	NA	8
BCE_3438	2.9	24
BCE_3439	NA	9
BCE_3440	NA	NA
BCE_3441	NA	NA
BCE_3442	NA	NA
BCE_3443	4.5	8
BCE_3444	NA	NA
BCE_3445	NA	NA
BCE_3446	NA	NA
BCE_3447	NA	NA
BCE_3448	1.9	16
BCE_3449	2.4	15
BCE_3450	NA	NA
BCE_3451	NA	NA
BCE_3452	NA	NA
BCE_3453	2.5	7
BCE_3454	NA	NA
BCE_3455	NA	NA
BCE_3456	NA	NA
BCE_3457	NA	NA
BCE_3458	NA	27
BCE_3459	NA	NA
BCE_3460	NA	NA
BCE_3461	NA	NA
BCE_3462	NA	NA
BCE_3463	NA	NA
BCE_3464	NA	NA
BCE_3465	NA	NA
BCE_3466	NA	NA
BCE_3467	2.1	14
BCE_3468	NA	7
BCE_3469	NA	NA
BCE_3470	5.5	33
BCE_3471	NA	NA
BCE_3472	1.0	9
BCE_3473	1.1	31
BCE_3474	1.0	10
BCE_3475	NA	12
BCE_3476	NA	NA
BCE_3477	1.5	14
BCE_3478	NA	NA
BCE_3479	4.3	87
BCE_3480	4.0	174
BCE_3481	NA	NA
BCE_3482	2.1	25
BCE_3483	NA	16
BCE_3484	NA	10
BCE_3485	1.4	413
BCE_3486	1.4	257
BCE_3487	1.4	138
BCE_3488	NA	NA
BCE_3489	NA	13
BCE_3490	4.8	72
BCE_3491	NA	NA
BCE_3492	NA	NA
BCE_3493	NA	NA
BCE_3494	NA	NA
BCE_3495	NA	8
BCE_3496	NA	NA
BCE_3497	4.7	22
BCE_3498	2.8	9
BCE_3499	NA	NA
BCE_3500	NA	NA
BCE_3501	NA	7
BCE_3502	4.2	20
BCE_3503	NA	NA
BCE_3504	NA	NA
BCE_3505	NA	NA
BCE_3506	NA	NA
BCE_3507	0.9	26
BCE_3508	NA	11
BCE_3509	NA	NA
BCE_3510	NA	NA
BCE_3511	NA	5
BCE_3512	NA	NA
BCE_3513	1.8	8
BCE_3514	4.9	236
BCE_3515	NA	9
BCE_3516	4.6	6
BCE_3517	NA	12
BCE_3518	NA	NA
BCE_3519	NA	NA
BCE_3520	NA	NA
BCE_3521	NA	8
BCE_3522	2.3	22
BCE_3523	NA	NA
BCE_3524	NA	NA
BCE_3525	NA	NA
BCE_3526	NA	NA
BCE_3527	NA	NA
BCE_3528	NA	NA
BCE_3529	NA	NA
BCE_3530	NA	NA
BCE_3531	1.1	8
BCE_3532	2.9	15
BCE_3533	NA	13
BCE_3534	2.4	53
BCE_3535	1.8	58
BCE_3536	NA	14
BCE_3537	NA	15
BCE_3538	NA	21
BCE_3539	NA	NA
BCE_3540	NA	NA
BCE_3541	NA	NA
BCE_3542	NA	NA
BCE_3543	NA	NA
BCE_3544	NA	NA
BCE_3545	NA	NA
BCE_3546	NA	NA
BCE_3547	NA	NA
BCE_3548	1.3	55
BCE_3549	NA	NA
BCE_3550	1.9	38
BCE_3551	NA	33
BCE_3552	2.9	10
BCE_3553	NA	5399
BCE_3554	4.8	9
BCE_3555	NA	11
BCE_3556	1.9	101
BCE_3557	1.1	22
BCE_3558	1.1	13
BCE_3559	NA	8
BCE_3560	NA	NA
BCE_3561	NA	27
BCE_3562	2.9	11
BCE_3563	NA	NA
BCE_3564	NA	NA
BCE_3565	0.8	59
BCE_3566	1.9	8
BCE_3567	2.4	40
BCE_3568	2.8	25
BCE_3569	NA	NA
BCE_3570	NA	NA
BCE_3571	NA	NA
BCE_3572	NA	NA
BCE_3573	NA	22
BCE_3574	2.6	24
BCE_3575	3.7	24
BCE_3576	NA	7
BCE_3577	NA	10
BCE_3578	2.4	13
BCE_3579	NA	NA
BCE_3580	NA	NA
BCE_3581	NA	NA
BCE_3582	NA	NA
BCE_3583	NA	NA
BCE_3584	2.4	8
BCE_3585	2.0	6
BCE_3586	NA	NA
BCE_3587	NA	NA
BCE_3588	NA	NA
BCE_3589	NA	NA
BCE_3590	NA	NA
BCE_3591	NA	NA
BCE_3592	NA	NA
BCE_3593	NA	NA
BCE_3594	NA	NA
BCE_3595	NA	NA
BCE_3596	NA	NA
BCE_3597	NA	NA
BCE_3598	NA	NA
BCE_3599	NA	NA
BCE_3600	NA	NA
BCE_3601	NA	NA
BCE_3602	NA	NA
BCE_3603	NA	NA
BCE_3604	NA	NA
BCE_3605	NA	NA
BCE_3606	NA	NA
BCE_3607	NA	NA
BCE_3608	NA	NA
BCE_3609	NA	NA
BCE_3610	NA	NA
BCE_3611	NA	NA
BCE_3612	2.8	9
BCE_3613	NA	NA
BCE_3614	NA	NA
BCE_3615	3.7	35
BCE_3616	3.0	146
BCE_3617	2.7	243
BCE_3618	4.4	81
BCE_3619	1.9	107
BCE_3620	1.3	59
BCE_3621	1.1	79
BCE_3622	2.9	9
BCE_3623	NA	97
BCE_3624	2.7	318
BCE_3625	2.7	636
BCE_3626	4.2	102
BCE_3627	NA	NA
BCE_3628	NA	NA
BCE_3629	NA	NA
BCE_3630	NA	NA
BCE_3631	1.8	20
BCE_3632	NA	NA
BCE_3633	NA	NA
BCE_3634	NA	NA
BCE_3635	4.2	85
BCE_3636	NA	NA
BCE_3637	NA	NA
BCE_3638	NA	NA
BCE_3639	NA	NA
BCE_3640	NA	NA
BCE_3641	NA	NA
BCE_3642	NA	NA
BCE_3643	3.0	43
BCE_3644	NA	NA
BCE_3645	3.3	NA
BCE_3646	NA	NA
BCE_3647	NA	NA
BCE_3648	2.9	6
BCE_3649	2.5	5
BCE_3650	NA	NA
BCE_3651	NA	NA
BCE_3652	NA	NA
BCE_3653	NA	NA
BCE_3654	NA	NA
BCE_3655	NA	NA
BCE_3656	NA	NA
BCE_3657	NA	NA
BCE_3658	NA	NA
BCE_3659	NA	5
BCE_3660	NA	NA
BCE_3661	NA	NA
BCE_3662	NA	NA
BCE_3663	NA	NA
BCE_3664	NA	NA
BCE_3665	NA	39
BCE_3666	1.3	11
BCE_3667	1.6	13
BCE_3668	1.0	88
BCE_3669	NA	NA
BCE_3670	0.7	12
BCE_3671	2.6	12
BCE_3672	NA	NA
BCE_3673	NA	6
BCE_3674	NA	NA
BCE_3675	NA	9
BCE_3676	NA	12
BCE_3677	NA	NA
BCE_3678	NA	NA
BCE_3679	NA	NA
BCE_3680	NA	NA
BCE_3681	2.7	16
BCE_3682	NA	NA
BCE_3683	NA	NA
BCE_3684	NA	NA
BCE_3685	NA	12
BCE_3686	1.5	88
BCE_3687	NA	NA
BCE_3688	6.9	6
BCE_3689	5.8	6
BCE_3690	NA	NA
BCE_3691	NA	NA
BCE_3692	NA	NA
BCE_3693	NA	NA
BCE_3694	3.9	113
BCE_3695	3.3	64
BCE_3696	NA	NA
BCE_3697	2.0	50
BCE_3698	2.6	19
BCE_3699	1.2	52
BCE_3700	1.6	29
BCE_3701	NA	NA
BCE_3702	1.4	23
BCE_3703	NA	NA
BCE_3704	NA	NA
BCE_3705	NA	NA
BCE_3706	NA	NA
BCE_3707	NA	NA
BCE_3708	NA	NA
BCE_3709	NA	11
BCE_3710	4.3	177
BCE_3711	NA	10
BCE_3712	0.9	9
BCE_3713	NA	NA
BCE_3714	3.0	10
BCE_3715	3.6	10
BCE_3716	5.2	1049
BCE_3717	5.1	548
BCE_3718	6.6	1495
BCE_3719	NA	NA
BCE_3720	NA	NA
BCE_3721	NA	NA
BCE_3722	NA	NA
BCE_3723	NA	NA
BCE_3724	NA	NA
BCE_3725	3.6	401
BCE_3726	3.3	33
BCE_3727	4.8	212
BCE_3728	2.0	17
BCE_3729	2.9	11
BCE_3730	2.8	20
BCE_3731	3.8	780
BCE_3732	5.3	762
BCE_3733	1.9	83
BCE_3734	1.7	70
BCE_3735	3.1	46
BCE_3736	NA	NA
BCE_3737	NA	NA
BCE_3738	3.5	10
BCE_3739	NA	NA
BCE_3740	2.1	172
BCE_3741	2.6	127
BCE_3742	NA	NA
BCE_3743	NA	NA
BCE_3744	1.9	24
BCE_3745	NA	26
BCE_3746	1.2	13
BCE_3747	6.6	46
BCE_3748	3.6	182
BCE_3749	NA	10
BCE_3750	2.2	23
BCE_3751	NA	NA
BCE_3752	NA	NA
BCE_3753	NA	NA
BCE_3754	NA	NA
BCE_3755	NA	NA
BCE_3756	NA	1731
BCE_3757	NA	5
BCE_3758	6.1	13
BCE_3759	NA	61
BCE_3760	NA	39
BCE_3761	1.1	101
BCE_3762	NA	NA
BCE_3763	NA	NA
BCE_3764	NA	NA
BCE_3765	NA	NA
BCE_3766	NA	15
BCE_3767	3.0	573
BCE_3768	2.5	643
BCE_3769	2.2	520
BCE_3770	2.2	443
BCE_3771	2.2	1183
BCE_3772	NA	NA
BCE_3773	NA	NA
BCE_3774	NA	NA
BCE_3775	4.9	50
BCE_3776	NA	NA
BCE_3777	NA	6
BCE_3778	NA	NA
BCE_3779	NA	NA
BCE_3780	NA	NA
BCE_3781	1.2	25
BCE_3782	1.1	36
BCE_3783	NA	NA
BCE_3784	NA	NA
BCE_3785	2.8	6
BCE_3786	1.1	6
BCE_3787	2.6	NA
BCE_3788	NA	NA
BCE_3789	NA	NA
BCE_3790	NA	NA
BCE_3791	NA	NA
BCE_3792	3.7	99
BCE_3793	5.4	59
BCE_3794	4.0	206
BCE_3795	1.4	202
BCE_3796	1.0	7
BCE_3797	NA	22
BCE_3798	NA	NA
BCE_3799	NA	NA
BCE_3800	NA	NA
BCE_3801	2.8	7
BCE_3802	2.2	62
BCE_3803	1.5	104
BCE_3804	NA	NA
BCE_3805	2.4	68
BCE_3806	2.4	57
BCE_3807	2.4	25
BCE_3808	4.2	326
BCE_3809	4.0	403
BCE_3810	NA	NA
BCE_3811	2.9	293
BCE_3812	3.3	187
BCE_3813	3.7	937
BCE_3814	4.2	174
BCE_3815	3.0	153
BCE_3816	2.5	153
BCE_3817	2.6	204
BCE_3818	2.0	166
BCE_3819	2.5	52
BCE_3820	1.4	30
BCE_3821	5.0	21
BCE_3822	5.5	18
BCE_3823	2.4	138
BCE_3824	1.7	273
BCE_3825	1.4	165
BCE_3826	4.2	536
BCE_3827	1.3	415
BCE_3828	1.5	62
BCE_3829	NA	24
BCE_3830	NA	NA
BCE_3831	NA	NA
BCE_3832	NA	NA
BCE_3833	1.2	150
BCE_3834	NA	NA
BCE_3835	10.0	545
BCE_3836	7.8	560
BCE_3837	5.4	563
BCE_3838	5.5	604
BCE_3839	NA	NA
BCE_3840	NA	NA
BCE_3841	NA	NA
BCE_3842	NA	NA
BCE_3843	4.8	198
BCE_3844	2.0	29
BCE_3845	2.1	853
BCE_3846	6.4	17521
BCE_3847	3.5	197
BCE_3848	3.7	130
BCE_3849	6.1	839
BCE_3850	5.0	2264
BCE_3851	*	1589
BCE_3852	5.4	2121
BCE_3853	5.4	1575
BCE_3854	4.7	1361
BCE_3855	5.9	1491
BCE_3856	5.1	120
BCE_3857	5.7	77
BCE_3858	4.1	115
BCE_3859	4.8	179
BCE_3860	6.2	230
BCE_3861	5.0	507
BCE_3862	4.0	604
BCE_3863	3.9	508
BCE_3864	4.2	526
BCE_3865	5.7	874
BCE_3866	5.0	3189
BCE_3867	4.0	4190
BCE_3868	5.2	6262
BCE_3869	3.7	490
BCE_3870	3.4	746
BCE_3871	3.1	880
BCE_3872	3.3	998
BCE_3873	2.8	1089
BCE_3874	3.1	384
BCE_3875	2.8	466
BCE_3876	NA	NA
BCE_3877	*	1302
BCE_3878	9.1	2221
BCE_3879	2.2	46
BCE_3880	1.6	226
BCE_3881	1.9	366
BCE_3882	3.3	3442
BCE_3883	5.4	240
BCE_3884	5.8	223
BCE_3885	12.7	1056
BCE_3886	12.2	2546
BCE_3887	3.0	777
BCE_3888	2.9	909
BCE_3889	3.4	196
BCE_3890	2.0	207
BCE_3891	2.5	391
BCE_3892	6.1	1649
BCE_3893	2.8	812
BCE_3894	2.9	1883
BCE_3895	3.1	1086
BCE_3896	3.1	669
BCE_3897	4.0	197
BCE_3898	3.7	835
BCE_3899	4.0	845
BCE_3900	5.0	3392
BCE_3901	7.4	43
BCE_3902	7.5	433
BCE_3903	4.9	242
BCE_3904	3.6	245
BCE_3905	3.6	431
BCE_3906	3.7	341
BCE_3907	2.8	274
BCE_3908	3.0	265
BCE_3909	3.7	229
BCE_3910	3.0	229
BCE_3911	2.5	120
BCE_3912	2.2	100
BCE_3913	2.3	214
BCE_3914	2.4	337
BCE_3915	2.1	314
BCE_3916	1.5	199
BCE_3917	NA	NA
BCE_3918	2.5	56
BCE_3919	3.1	112
BCE_3920	1.3	96
BCE_3921	NA	NA
BCE_3922	NA	NA
BCE_3923	1.3	NA
BCE_3924	NA	NA
BCE_3925	NA	NA
BCE_3926	NA	NA
BCE_3927	NA	38
BCE_3928	15.0	41
BCE_3929	NA	32
BCE_3930	NA	37
BCE_3931	NA	27
BCE_3932	NA	24
BCE_3933	NA	17
BCE_3934	NA	11
BCE_3935	2.1	19
BCE_3936	2.0	92
BCE_3937	1.8	232
BCE_3938	1.6	298
BCE_3939	2.6	74
BCE_3940	3.9	389
BCE_3941	4.4	201
BCE_3942	2.5	300
BCE_3943	2.1	297
BCE_3944	2.4	498
BCE_3945	1.8	212
BCE_3946	1.7	215
BCE_3947	NA	NA
BCE_3948	NA	NA
BCE_3949	NA	NA
BCE_3950	NA	NA
BCE_3951	3.5	635
BCE_3952	2.9	935
BCE_3953	2.8	1024
BCE_3954	1.4	149
BCE_3955	1.5	310
BCE_3956	1.5	198
BCE_3957	2.3	60
BCE_3958	1.8	344
BCE_3959	1.7	215
BCE_3960	1.3	271
BCE_3961	2.3	114
BCE_3962	2.0	171
BCE_3963	2.3	302
BCE_3964	1.5	287
BCE_3965	1.5	66
BCE_3966	2.4	26
BCE_3967	7.5	19
BCE_3968	5.8	63
BCE_3969	6.2	2045
BCE_3970	3.5	1550
BCE_3971	2.5	22
BCE_3972	1.6	38
BCE_3973	1.3	20
BCE_3974	NA	20
BCE_3975	1.7	13
BCE_3976	2.0	177
BCE_3977	1.7	188
BCE_3978	1.1	91
BCE_3979	2.1	105
BCE_3980	1.8	102
BCE_3981	2.3	118
BCE_3982	NA	NA
BCE_3983	NA	NA
BCE_3984	NA	44
BCE_3985	NA	6
BCE_3986	3.7	9
BCE_3987	3.5	10
BCE_3988	NA	11
BCE_3989	NA	13
BCE_3990	3.4	24
BCE_3991	2.5	121
BCE_3992	1.9	285
BCE_3993	3.6	232
BCE_3994	5.8	139
BCE_3995	1.3	162
BCE_3996	2.7	721
BCE_3997	2.8	106
BCE_3998	1.8	6
BCE_3999	NA	NA
BCE_4000	1.1	1042
BCE_4001	1.3	8
BCE_4002	NA	6
BCE_4003	2.2	724
BCE_4004	NA	2040
BCE_4005	1.8	72
BCE_4006	NA	NA
BCE_4007	4.3	57
BCE_4008	NA	50
BCE_4009	4.1	288
BCE_4010	NA	NA
BCE_4011	NA	71
BCE_4012	1.6	99
BCE_4013	1.9	108
BCE_4014	NA	NA
BCE_4015	NA	NA
BCE_4016	NA	NA
BCE_4017	NA	300
BCE_4018	NA	4639
BCE_4019	7.7	10505
BCE_4020	6.8	9689
BCE_4021	8.2	7491
BCE_4022	2.6	15
BCE_4023	5.0	233
BCE_4024	2.5	311
BCE_4025	3.3	333
BCE_4026	3.0	553
BCE_4027	1.7	117
BCE_4028	1.6	19
BCE_4029	1.8	93
BCE_4030	1.9	735
BCE_4031	1.9	130
BCE_4032	1.8	62
BCE_4033	2.5	7
BCE_4034	NA	NA
BCE_4035	NA	NA
BCE_4036	NA	2451
BCE_4037	10.1	157
BCE_4038	NA	NA
BCE_4039	NA	65
BCE_4040	NA	9
BCE_4041	NA	NA
BCE_4042	NA	NA
BCE_4043	2.5	21
BCE_4044	1.5	11
BCE_4045	NA	9
BCE_4046	1.0	55
BCE_4047	NA	91
BCE_4048	NA	NA
BCE_4049	NA	NA
BCE_4050	NA	NA
BCE_4051	3.1	57
BCE_4052	2.9	135
BCE_4053	NA	6
BCE_4054	2.4	55
BCE_4055	3.1	100
BCE_4056	NA	NA
BCE_4057	NA	NA
BCE_4058	1.6	20
BCE_4059	NA	31
BCE_4060	2.1	132
BCE_4061	2.1	78
BCE_4062	2.0	9
BCE_4063	NA	NA
BCE_4064	NA	NA
BCE_4065	NA	NA
BCE_4066	NA	6
BCE_4067	2.3	7
BCE_4068	2.5	354
BCE_4069	NA	36
BCE_4070	0.6	84
BCE_4071	0.9	61
BCE_4072	NA	95
BCE_4073	NA	8
BCE_4074	0.9	27
BCE_4075	1.3	22
BCE_4076	NA	NA
BCE_4077	4.9	81
BCE_4078	3.2	21
BCE_4079	NA	NA
BCE_4080	NA	12
BCE_4081	0.8	17
BCE_4082	NA	8
BCE_4083	NA	12
